Delay is 5..num_iter is 1000
Time is 1521478840 : 572348.slept for 6.046057 ms
Time is 1521478840 : 577950.slept for 5.594015 ms
Time is 1521478840 : 583108.slept for 5.152941 ms
Time is 1521478840 : 588256.slept for 5.139828 ms
Time is 1521478840 : 593742.slept for 5.481005 ms
Time is 1521478840 : 598894.slept for 5.147934 ms
Time is 1521478840 : 604152.slept for 5.251884 ms
Time is 1521478840 : 609206.slept for 5.048990 ms
Time is 1521478840 : 614238.slept for 5.026102 ms
Time is 1521478840 : 619483.slept for 5.238056 ms
Time is 1521478840 : 624997.slept for 5.508900 ms
Time is 1521478840 : 630320.slept for 5.319118 ms
Time is 1521478840 : 635587.slept for 5.259991 ms
Time is 1521478840 : 641395.slept for 5.803108 ms
Time is 1521478840 : 646429.slept for 5.030155 ms
Time is 1521478840 : 652447.slept for 6.013870 ms
Time is 1521478840 : 658954.slept for 6.502867 ms
Time is 1521478840 : 664056.slept for 5.097151 ms
Time is 1521478840 : 669112.slept for 5.051851 ms
Time is 1521478840 : 674575.slept for 5.457163 ms
Time is 1521478840 : 680292.slept for 5.713940 ms
Time is 1521478840 : 686552.slept for 6.255150 ms
Time is 1521478840 : 691638.slept for 5.079985 ms
Time is 1521478840 : 696722.slept for 5.079031 ms
Time is 1521478840 : 702535.slept for 5.808830 ms
Time is 1521478840 : 707952.slept for 5.412102 ms
Time is 1521478840 : 713256.slept for 5.298853 ms
Time is 1521478840 : 719520.slept for 6.258011 ms
Time is 1521478840 : 724609.slept for 5.083799 ms
Time is 1521478840 : 730841.slept for 6.227970 ms
Time is 1521478840 : 736493.slept for 5.648136 ms
Time is 1521478840 : 741569.slept for 5.070925 ms
Time is 1521478840 : 747797.slept for 6.222963 ms
Time is 1521478840 : 753989.slept for 6.186962 ms
Time is 1521478840 : 760293.slept for 6.299019 ms
Time is 1521478840 : 765968.slept for 5.671024 ms
Time is 1521478840 : 771141.slept for 5.167007 ms
Time is 1521478840 : 777399.slept for 6.253004 ms
Time is 1521478840 : 782840.slept for 5.434990 ms
Time is 1521478840 : 788162.slept for 5.316973 ms
Time is 1521478840 : 793542.slept for 5.374908 ms
Time is 1521478840 : 799321.slept for 5.774021 ms
Time is 1521478840 : 804849.slept for 5.522966 ms
Time is 1521478840 : 811149.slept for 6.294966 ms
Time is 1521478840 : 816386.slept for 5.230904 ms
Time is 1521478840 : 821801.slept for 5.408049 ms
Time is 1521478840 : 828054.slept for 6.247044 ms
Time is 1521478840 : 833804.slept for 5.745888 ms
Time is 1521478840 : 839567.slept for 5.758047 ms
Time is 1521478840 : 844711.slept for 5.141020 ms
Time is 1521478840 : 850286.slept for 5.569935 ms
Time is 1521478840 : 855578.slept for 5.286932 ms
Time is 1521478840 : 861850.slept for 6.267071 ms
Time is 1521478840 : 867912.slept for 6.057978 ms
Time is 1521478840 : 873097.slept for 5.179882 ms
Time is 1521478840 : 878264.slept for 5.162001 ms
Time is 1521478840 : 884540.slept for 6.272078 ms
Time is 1521478840 : 890024.slept for 5.477905 ms
Time is 1521478840 : 896260.slept for 6.231070 ms
Time is 1521478840 : 902584.slept for 6.320000 ms
Time is 1521478840 : 908864.slept for 6.274939 ms
Time is 1521478840 : 914434.slept for 5.563974 ms
Time is 1521478840 : 919671.slept for 5.232096 ms
Time is 1521478840 : 925603.slept for 5.926847 ms
Time is 1521478840 : 931738.slept for 6.128788 ms
Time is 1521478840 : 937743.slept for 6.000042 ms
Time is 1521478840 : 944003.slept for 6.256104 ms
Time is 1521478840 : 949192.slept for 5.183935 ms
Time is 1521478840 : 954624.slept for 5.424023 ms
Time is 1521478840 : 960731.slept for 6.102085 ms
Time is 1521478840 : 966947.slept for 6.211042 ms
Time is 1521478840 : 973241.slept for 6.290197 ms
Time is 1521478840 : 979101.slept for 5.856037 ms
Time is 1521478840 : 984196.slept for 5.091906 ms
Time is 1521478840 : 989357.slept for 5.156040 ms
Time is 1521478840 : 994916.slept for 5.553007 ms
Time is 1521478841 : 1208.slept for 6.287098 ms
Time is 1521478841 : 7129.slept for 5.913019 ms
Time is 1521478841 : 13544.slept for 6.407976 ms
Time is 1521478841 : 19652.slept for 6.104946 ms
Time is 1521478841 : 25446.slept for 5.789042 ms
Time is 1521478841 : 30623.slept for 5.172968 ms
Time is 1521478841 : 35718.slept for 5.081892 ms
Time is 1521478841 : 40905.slept for 5.182028 ms
Time is 1521478841 : 46692.slept for 5.780935 ms
Time is 1521478841 : 52523.slept for 5.827904 ms
Time is 1521478841 : 57607.slept for 5.077839 ms
Time is 1521478841 : 63851.slept for 6.239176 ms
Time is 1521478841 : 69198.slept for 5.342007 ms
Time is 1521478841 : 74438.slept for 5.235195 ms
Time is 1521478841 : 79773.slept for 5.329847 ms
Time is 1521478841 : 86057.slept for 6.278992 ms
Time is 1521478841 : 91446.slept for 5.383968 ms
Time is 1521478841 : 97669.slept for 6.217003 ms
Time is 1521478841 : 103800.slept for 6.124973 ms
Time is 1521478841 : 110092.slept for 6.284952 ms
Time is 1521478841 : 115229.slept for 5.129814 ms
Time is 1521478841 : 120848.slept for 5.611897 ms
Time is 1521478841 : 126291.slept for 5.434990 ms
Time is 1521478841 : 131626.slept for 5.329847 ms
Time is 1521478841 : 136928.slept for 5.297184 ms
Time is 1521478841 : 142798.slept for 5.864859 ms
Time is 1521478841 : 148550.slept for 5.747080 ms
Time is 1521478841 : 154802.slept for 6.246090 ms
Time is 1521478841 : 160073.slept for 5.265951 ms
Time is 1521478841 : 166535.slept for 6.456852 ms
Time is 1521478841 : 172532.slept for 5.993128 ms
Time is 1521478841 : 177743.slept for 5.204916 ms
Time is 1521478841 : 182936.slept for 5.187988 ms
Time is 1521478841 : 189282.slept for 6.338835 ms
Time is 1521478841 : 195393.slept for 6.108046 ms
Time is 1521478841 : 201636.slept for 6.239176 ms
Time is 1521478841 : 207691.slept for 6.047964 ms
Time is 1521478841 : 214018.slept for 6.323099 ms
Time is 1521478841 : 220316.slept for 6.291866 ms
Time is 1521478841 : 225451.slept for 5.130053 ms
Time is 1521478841 : 231739.slept for 6.283045 ms
Time is 1521478841 : 237859.slept for 6.115913 ms
Time is 1521478841 : 244135.slept for 6.270885 ms
Time is 1521478841 : 249887.slept for 5.745888 ms
Time is 1521478841 : 255058.slept for 5.166054 ms
Time is 1521478841 : 261359.slept for 6.294966 ms
Time is 1521478841 : 267176.slept for 5.810976 ms
Time is 1521478841 : 272937.slept for 5.757093 ms
Time is 1521478841 : 278086.slept for 5.144835 ms
Time is 1521478841 : 283435.slept for 5.342007 ms
Time is 1521478841 : 288590.slept for 5.148888 ms
Time is 1521478841 : 293667.slept for 5.072117 ms
Time is 1521478841 : 299086.slept for 5.415201 ms
Time is 1521478841 : 304349.slept for 5.257845 ms
Time is 1521478841 : 309518.slept for 5.164146 ms
Time is 1521478841 : 315770.slept for 6.245852 ms
Time is 1521478841 : 321352.slept for 5.577087 ms
Time is 1521478841 : 327650.slept for 6.294012 ms
Time is 1521478841 : 332790.slept for 5.134821 ms
Time is 1521478841 : 338183.slept for 5.386829 ms
Time is 1521478841 : 343708.slept for 5.520105 ms
Time is 1521478841 : 350018.slept for 6.304979 ms
Time is 1521478841 : 356019.slept for 5.995989 ms
Time is 1521478841 : 361989.slept for 5.965948 ms
Time is 1521478841 : 368337.slept for 6.342888 ms
Time is 1521478841 : 373600.slept for 5.259037 ms
Time is 1521478841 : 379132.slept for 5.526066 ms
Time is 1521478841 : 384413.slept for 5.275011 ms
