Delay is 5..num_iter is 1000
Time is 1521478840 : 175223.slept for 5.075216 ms
Time is 1521478840 : 180577.slept for 5.347013 ms
Time is 1521478840 : 186995.slept for 6.412029 ms
Time is 1521478840 : 192542.slept for 5.542040 ms
Time is 1521478840 : 197853.slept for 5.307198 ms
Time is 1521478840 : 203710.slept for 5.851984 ms
Time is 1521478840 : 209006.slept for 5.292177 ms
Time is 1521478840 : 215403.slept for 6.392002 ms
Time is 1521478840 : 220556.slept for 5.149126 ms
Time is 1521478840 : 226745.slept for 6.183863 ms
Time is 1521478840 : 232537.slept for 5.785942 ms
Time is 1521478840 : 238109.slept for 5.567074 ms
Time is 1521478840 : 243479.slept for 5.366087 ms
Time is 1521478840 : 248678.slept for 5.193949 ms
Time is 1521478840 : 253954.slept for 5.270958 ms
Time is 1521478840 : 259236.slept for 5.277157 ms
Time is 1521478840 : 264982.slept for 5.740881 ms
Time is 1521478840 : 270358.slept for 5.372047 ms
Time is 1521478840 : 276327.slept for 5.963802 ms
Time is 1521478840 : 282066.slept for 5.734205 ms
Time is 1521478840 : 287995.slept for 5.923986 ms
Time is 1521478840 : 294292.slept for 6.291866 ms
Time is 1521478840 : 300599.slept for 6.303072 ms
Time is 1521478840 : 306250.slept for 5.647182 ms
Time is 1521478840 : 311591.slept for 5.335808 ms
Time is 1521478840 : 316770.slept for 5.174160 ms
Time is 1521478840 : 321927.slept for 5.153179 ms
Time is 1521478840 : 327037.slept for 5.105019 ms
Time is 1521478840 : 332245.slept for 5.203009 ms
Time is 1521478840 : 338158.slept for 5.907774 ms
Time is 1521478840 : 343647.slept for 5.484104 ms
Time is 1521478840 : 348792.slept for 5.139112 ms
Time is 1521478840 : 355030.slept for 6.232977 ms
Time is 1521478840 : 361411.slept for 6.376028 ms
Time is 1521478840 : 367647.slept for 6.232023 ms
Time is 1521478840 : 373856.slept for 6.205082 ms
Time is 1521478840 : 380154.slept for 6.294012 ms
Time is 1521478840 : 385487.slept for 5.329132 ms
Time is 1521478840 : 391662.slept for 6.170988 ms
Time is 1521478840 : 397061.slept for 5.394220 ms
Time is 1521478840 : 403362.slept for 6.297112 ms
Time is 1521478840 : 409437.slept for 6.069899 ms
Time is 1521478840 : 414939.slept for 5.497932 ms
Time is 1521478840 : 420784.slept for 5.840063 ms
Time is 1521478840 : 427225.slept for 6.437063 ms
Time is 1521478840 : 433333.slept for 6.103992 ms
Time is 1521478840 : 438499.slept for 5.161047 ms
Time is 1521478840 : 444622.slept for 6.118059 ms
Time is 1521478840 : 450636.slept for 6.009817 ms
Time is 1521478840 : 456013.slept for 5.373001 ms
Time is 1521478840 : 462337.slept for 6.319046 ms
Time is 1521478840 : 468219.slept for 5.878925 ms
Time is 1521478840 : 473286.slept for 5.061865 ms
Time is 1521478840 : 479231.slept for 5.941153 ms
Time is 1521478840 : 485577.slept for 6.340027 ms
Time is 1521478840 : 506221.slept for 20.638943 ms
Time is 1521478840 : 511726.slept for 5.500793 ms
Time is 1521478840 : 520604.slept for 8.872986 ms
Time is 1521478840 : 531279.slept for 10.668993 ms
Time is 1521478840 : 536687.slept for 5.401850 ms
Time is 1521478840 : 542225.slept for 5.531788 ms
Time is 1521478840 : 553540.slept for 11.308908 ms
Time is 1521478840 : 559852.slept for 6.306887 ms
Time is 1521478840 : 567795.slept for 7.938147 ms
Time is 1521478840 : 573165.slept for 5.365849 ms
Time is 1521478840 : 581138.slept for 7.968903 ms
Time is 1521478840 : 586400.slept for 5.255938 ms
Time is 1521478840 : 592058.slept for 5.630016 ms
Time is 1521478840 : 597553.slept for 5.490065 ms
Time is 1521478840 : 603275.slept for 5.717993 ms
Time is 1521478840 : 609725.slept for 6.444931 ms
Time is 1521478840 : 615296.slept for 5.564928 ms
Time is 1521478840 : 620445.slept for 5.145073 ms
Time is 1521478840 : 626807.slept for 6.356955 ms
Time is 1521478840 : 632159.slept for 5.347013 ms
Time is 1521478840 : 637362.slept for 5.198956 ms
Time is 1521478840 : 642494.slept for 5.125046 ms
Time is 1521478840 : 648185.slept for 5.686045 ms
Time is 1521478840 : 653865.slept for 5.676031 ms
Time is 1521478840 : 659503.slept for 5.634069 ms
Time is 1521478840 : 665188.slept for 5.681038 ms
Time is 1521478840 : 671031.slept for 5.836964 ms
Time is 1521478840 : 676832.slept for 5.791903 ms
Time is 1521478840 : 682387.slept for 5.550146 ms
Time is 1521478840 : 688084.slept for 5.690813 ms
Time is 1521478840 : 693907.slept for 5.818129 ms
Time is 1521478840 : 699524.slept for 5.611897 ms
Time is 1521478840 : 705177.slept for 5.649090 ms
Time is 1521478840 : 710695.slept for 5.512953 ms
Time is 1521478840 : 716893.slept for 6.192923 ms
Time is 1521478840 : 722036.slept for 5.138874 ms
Time is 1521478840 : 727400.slept for 5.356073 ms
Time is 1521478840 : 733591.slept for 6.186008 ms
Time is 1521478840 : 738692.slept for 5.097151 ms
Time is 1521478840 : 744999.slept for 6.301880 ms
Time is 1521478840 : 751082.slept for 6.078959 ms
Time is 1521478840 : 757274.slept for 6.187916 ms
Time is 1521478840 : 762751.slept for 5.472183 ms
Time is 1521478840 : 768931.slept for 6.176949 ms
Time is 1521478840 : 774972.slept for 6.036043 ms
Time is 1521478840 : 781294.slept for 6.317139 ms
Time is 1521478840 : 786508.slept for 5.210161 ms
Time is 1521478840 : 792540.slept for 6.026983 ms
Time is 1521478840 : 798213.slept for 5.667925 ms
Time is 1521478840 : 804254.slept for 6.036997 ms
Time is 1521478840 : 809370.slept for 5.110979 ms
